Probe_ID,bcell,cd4,cd8,monocyte,nk,neutrophil
cg00614901,0.9817696414115128,0.4376083716025808,0.868673015546361,0.9795809459015152,0.9649039430191152,0.954933669062488
cg04751498,0.9667026801512372,0.6879731240566072,0.9451307277825728,0.973185179604642,0.9866888761272484,0.9841790748339708
cg18285377,0.0100046003602747,0.2872054043809943,0.0350372974351664,0.0078179101106395,0.0098355245500573,0.0074390358784979
cg19597178,0.1427353524176833,0.9815458271583823,0.981294707012903,0.988429570022936,0.9838590855524276,0.9841475284024432
cg12632472,0.0054533150408225,0.010910524399249,0.0073886398400602,0.01378737460989,0.0147381396676664,0.1793558838652711
cg08791656,0.9843195948216586,0.987203107529306,0.9836983318630826,0.4686119282641405,0.9859543982800988,0.8805171326471738
cg04894705,0.0164758927130504,0.0136079025454085,0.0101491057030212,0.0120374934944263,0.1626059531185278,0.0156757680834841
cg27024709,0.0192006964898173,0.0349636772395868,0.1622186827826807,0.0042402357333041,0.0229962454612013,0.0057734674827994
cg01701634,0.0574117107434757,0.2581494955467796,0.0106971989677255,0.0147761975992318,0.0158432337456645,0.0176689811537172
cg17001464,0.9698614280208911,0.6093435855394735,0.9455082005131856,0.9702984353044783,0.9642695760869804,0.9673308469907016
cg12244957,0.9856615123468704,0.9785741288728927,0.9800374590907038,0.1003317593401525,0.9839649221640756,0.9090634369671148
cg20240944,0.9832192614824684,0.9786481514749718,0.9823880253870848,0.9812532050963272,0.9822836086098228,0.4512126211491112
cg14450605,0.0140279342159919,0.0310897127907223,0.137324070030416,0.0037742444956863,0.0064842464517414,0.0033873814567731
cg13333922,0.2264322384067016,0.8886127949052854,0.8909923361729906,0.9473251336944608,0.9434390136829396,0.9431298687769536
cg00390215,0.001149168774619,0.1181435267430173,0.0440684195559848,0.000587218590113,0.0024310734990402,0.0007473494549676
cg27557168,0.98457175360547,0.9799404323606856,0.9810119733699,0.9536319710836372,0.9746780245238554,0.0219728054879798
cg10744590,0.017660796340889,0.828547730746359,0.9583433031602304,0.9616135189971554,0.9777585373392084,0.9458375236547744
cg13176285,0.0046185198261006,0.006872926369628,0.013084391487586,0.0035050403528485,0.1070396700082658,0.0060994736858763
cg02808427,0.0014251658475687,0.2015046568546884,0.0243133077479965,0.0113093628170336,0.0018923622985972,0.0216500665887237
cg05242533,0.987892892509497,0.9808346504939,0.8947031105708486,0.9944020957946212,0.982588305102996,0.9935041118048696
cg06091539,0.0322140398059639,0.0138333343100956,0.05712680896196,0.0038950633962168,0.2778504472284723,0.0019400775321753
cg00594591,0.9889120965190932,0.9862178894166824,0.9836966111766962,0.7521204205831472,0.987325496550461,0.9859453019496656
cg26080847,0.0028276083772846,0.046546900850324,0.167386772283825,0.0035685839830278,0.0176539349501012,0.0036483324629196
cg25739938,0.972187068398334,0.975319068025317,0.9762184665520912,0.958896635799004,0.9582867008783436,0.0293017212346328
cg13140887,0.9679932045972288,0.9791512119775736,0.9783113880206832,0.2229508309890858,0.9684930625600509,0.9570200257879176
cg08231653,0.0099787198402003,0.0098286518499729,0.0112783235388132,0.0221467325226238,0.0143509441799836,0.286811355971665
cg17846116,0.0399406834395201,0.971183971102244,0.9760121805090732,0.96529563750136,0.9797209375851748,0.9741258467576388
cg18857618,0.9413347129013208,0.8610627105906667,0.1695323530820004,0.964047855580784,0.9549135910346775,0.9565215994779256
cg03316149,0.4733787940708289,0.0154313371033052,0.0418869428776234,0.7159776909215679,0.1442492691268155,0.0472060021038156
cg15591136,0.1576368928517626,0.0026574846756801,0.0046747859017146,0.0054841740484919,0.0054985671311545,0.0027542398943397
cg04100392,0.0084338872943271,0.9673389546147126,0.9659204704413648,0.9739571035108692,0.9679206902425788,0.964767900815978
cg01360812,0.3756825267608346,0.0070779908370005,0.0096489323597081,0.5319081096608035,0.0110654790044547,0.0258597952589225
cg11222700,0.7120710967407168,0.0185049664692962,0.0173976253629359,0.0334936358896571,0.0450338464476959,0.0050020931573211
cg19769287,0.9148333333333332,0.9282857142857144,0.9265,0.3354999999999999,0.9186666666666669,0.7398333333333333
cg06706159,0.9638333333333332,0.9467142857142856,0.9306666666666666,0.9596666666666668,0.3334999999999999,0.9548333333333332
cg06361405,0.131794380379332,0.0036311955353556,0.0079408357606545,0.0057154787925601,0.0018633713453271,0.0022558982920345
cg14637146,0.0057975026445413,0.0230115921922822,0.0317781229915105,0.047975139209269,0.1156085654221398,0.5584128553544522
cg25880211,0.9779731721315568,0.5938736698591017,0.8949786823060645,0.9796712549840244,0.9638709802279486,0.9771770624847717
cg03958078,0.1905191798000801,0.034355939578406,0.0349497775074114,0.6353174792369235,0.0236581326193369,0.2393358202657446
cg01125287,0.1599904683099697,0.9747580043816894,0.9770889874507852,0.9795386703171368,0.9689762357589494,0.9742987133415416
cg08747761,0.0096204785901232,0.1060017281359676,0.0259928770737593,0.0036823727614995,0.0037316384417568,0.0054360547648889
cg24806434,0.0031384473767299,0.0891950700473171,0.1990055594039231,0.0029589451189692,0.0076483831944894,0.0039977958454905
cg03549705,0.252378550127303,0.0095480030577264,0.0068049312426113,0.0082507585503278,0.0109835466330909,0.0110712212843767
cg07863834,0.982290797618734,0.9815449558221429,0.8316563974647226,0.9803775366902276,0.9634065280326268,0.9756581823246698
cg08218512,0.9841334012933008,0.9874843142054044,0.986054707669518,0.9753377526519564,0.9724953187805286,0.1976317304018033
cg26507409,0.018105194688968,0.0047867264041112,0.0083912063008779,0.0065461622478502,0.0079689950302196,0.0919954522031041
cg06926741,0.9587771168399624,0.944588307186654,0.9430280174868712,0.1158060119358925,0.9640886160859838,0.950777052074846
cg25483774,0.9886913936097604,0.9876178131526788,0.9884029999784488,0.827734488615148,0.9880518452934632,0.9908390982946012
cg22699285,0.0986574324337282,0.0060993994199343,0.0063878272190927,0.0111050249157101,0.0125687602345619,0.3200837608279765
cg09150550,0.0005612270876853,0.1204749122694054,0.0369066075281319,0.0004029299592767,0.0027020480627795,0.0004034658138417
cg04858164,0.9852391228537332,0.983125438969829,0.9848252083208644,0.947404485869066,0.9798659005212564,0.0555013695284667
cg04429789,0.9795134641240651,0.7114728980435757,0.9534267281529424,0.9854311581358082,0.9815559720813168,0.98447431379653
cg22057609,0.0019486459737422,0.1082931044223308,0.0010326300285069,0.0013077211882317,0.0013088886649621,0.0010854939445064
cg14691111,0.4238032697219403,0.0107125836226478,0.0091178142116194,0.0415512078511674,0.0168610772120802,0.006823227208905
cg01841762,0.0141260605796364,0.0148183451709172,0.0130316765465863,0.1028442205387825,0.0162024251686999,0.0180679263249335
cg10475683,0.0050212421231325,0.0019219812482312,0.0057113685266649,0.0042898519106783,0.1882098198348871,0.0033969631369796
cg14171188,0.9804704781262218,0.9536517625259334,0.6175594353647968,0.982496036836268,0.9739725357730864,0.979665146192105
cg13721589,0.9865,0.9044285714285714,0.684,0.9848333333333332,0.9705,0.9776666666666666
cg11551901,0.2957503782538353,0.0052768086595519,0.0044193616775964,0.483755523104949,0.0031036122017238,0.0078126805618386
cg03414235,0.9728501386530752,0.9733879148000942,0.9747545729417804,0.1002454596032405,0.9728244171161728,0.8877253203479855
cg07707056,0.9692785927723504,0.9675117705402816,0.6891739677909475,0.9716954557298744,0.9636692563685042,0.9683196479572532
cg04057163,0.9757255231593378,0.9766240182678424,0.9625056120149158,0.9840119930149466,0.4839888016087533,0.9795920801567144
cg17995495,0.9212202215015112,0.7715998448576206,0.9302486300985194,0.969088760486123,0.9704865636856468,0.9527344362192288
cg09938677,0.9525241793589,0.9701245599188926,0.9626200264752932,0.2319100552371585,0.9691789861992696,0.9669329779637836
cg05355684,0.970359190924124,0.9571947526160604,0.9358445829476524,0.9703078573183403,0.12300031665872,0.957749566586959
cg13885867,0.9567279206005757,0.959013849378645,0.9560949865808762,0.9647340342439024,0.631047579064718,0.9544239103401518
cg04302711,0.0030169966609678,0.0072225924872018,0.0213021104367847,0.0026979420462409,0.0903993445603778,0.002444943255998
cg25446602,0.0059000301551211,0.0083724847793174,0.0084919885510586,0.0395167252425276,0.0118349233480836,0.2534435154785403
cg09080576,0.0154978183623215,0.035805724454067,0.0380477756443862,0.0208958916924763,0.0212649071046521,0.3206554929723055
cg18018385,0.9826439953501136,0.6980569518602309,0.9316355787507608,0.9870003802338488,0.9685549280367708,0.9841010107295408
cg24686420,0.9648370851839392,0.9814952153584175,0.9831464047093484,0.0334822019741484,0.974648660472027,0.7963114671594407
cg04865018,0.0072356725658167,0.0088079720967356,0.0110540740221013,0.0062269172844686,0.1435782167070716,0.0085660125394544
cg17851021,0.9476853336210498,0.948347325367715,0.4827081440232318,0.9536222304752864,0.936709451060866,0.9294443068544076
cg02647748,0.97710674205856,0.9731747588271152,0.9750321569577292,0.0487149335772527,0.9706014544473306,0.788464645911937
cg15619618,0.9866910154104432,0.7975091002276885,0.969163719111092,0.9901776884282008,0.979423282004687,0.9832277915615228
cg17674021,0.9795045417866554,0.7935664583432125,0.977648759330008,0.9817741840404272,0.9830012975389022,0.9836176672693346
cg01474925,0.978127885917776,0.9544727628628148,0.7465350479123894,0.979312461507972,0.9635923655647431,0.978569419534154
cg27522733,0.0168550749106045,0.0074651896754779,0.0066343733685315,0.2008648867289434,0.0068818738280465,0.0199803047959681
cg04348305,0.9808678713184508,0.7880525802896212,0.6447609293657802,0.9811014086552567,0.9694655424119368,0.9778752914826916
cg11991412,0.0384022426989069,0.0622857970438868,0.585549778956496,0.0018230691701267,0.1498519004975283,0.0026984868970459
cg04799410,0.0322260652278669,0.0128005398762744,0.010473044403371,0.563073188957484,0.0162236527561058,0.42886710894518
cg27160726,0.0037846720068451,0.0027332151237105,0.0016815149976487,0.1812513803317888,0.0030131414873359,0.150291278753164
cg17793721,0.0064022391706226,0.0081882613016466,0.0088366289184139,0.008252287860526,0.1517042008096589,0.0083822700693945
cg05892024,0.9094413648178368,0.8025793738187249,0.5578847787244858,0.9049398821765025,0.8594273710150376,0.8912820756945307
cg25244476,0.0115,0.0242857142857142,0.1231666666666666,0.0055003333333333,0.0071666666666666,0.0035003333333333
cg24785495,0.9109889004474886,0.972415289193898,0.9449158131598874,0.1128415112804344,0.9701553487633054,0.9190642142563528
cg21350324,0.0437386060415078,0.2900378877831508,0.0121589096019504,0.0077034195718933,0.0079625539694539,0.0658990114285362
cg00330518,0.9755835807422528,0.580989987765213,0.9359538142445422,0.9703524896772984,0.9574823258258764,0.9596672123176014
cg10824316,0.0956971255883754,0.1369700070996981,0.0745626386898562,0.4109499765180383,0.0138064945544753,0.030339966383285
cg00177203,0.9771950451510716,0.9778133082273472,0.978797919501984,0.4309953190103019,0.9772583050879362,0.932333825739991
cg08295072,0.9855383050970006,0.9764581669458436,0.897791010247381,0.9883973508688042,0.981963674641555,0.9866838159171744
cg27363081,0.9572345192409424,0.9677848631516232,0.935877551818744,0.9747278139946304,0.2665770749240673,0.9787160636333008
cg24756631,0.0096513128620385,0.0063729562646139,0.0062117987181283,0.0152062210623833,0.0051796792371776,0.1911961842821098
cg21346639,0.0061908545655712,0.1145376305122175,0.2679807458464847,0.0028446683794382,0.0185391592231531,0.0036427825238534
cg09993145,0.2331666666666666,0.0522857142857142,0.0174999999999999,0.043,0.0221666666666666,0.8546666666666667
cg04429341,0.2004486446551971,0.9762950180413054,0.9793332206599812,0.9747604596136284,0.973030364305861,0.974519778151218
cg21114713,0.0058913305308685,0.0243831354156334,0.0893981788173076,0.0095255456287532,0.4182073399941785,0.0236301422594516
cg15599674,0.9538110489762696,0.9396248347876144,0.7694682973184211,0.9793413393675336,0.9508421492952572,0.9840450699487482
cg11514097,0.6317608421385102,0.0444899191848472,0.0287014812632867,0.0500725373354511,0.0159430219041272,0.0095816226687802
cg07333046,0.039783065251781,0.0654114413943863,0.2245344118463188,0.0232718820230969,0.0387816605089081,0.0286523632587866
cg14014170,0.951679471706694,0.956000686044248,0.9685764709607128,0.7624725286758475,0.9577782295741936,0.9299354573808152
cg04707845,0.025845311125716,0.029988445723651,0.1838710434960975,0.0016697425310537,0.0044363044578443,0.001311472011602
cg08717003,0.3205946206802058,0.0049910857454825,0.0053086234495275,0.0092618066673704,0.0047486286881945,0.0059412126388177
cg05861499,0.0021003383466809,0.2202526371120027,0.0450837382713702,0.0125213265415127,0.0095891256672046,0.015505768432051
cg21587506,0.0028101117881968,0.0036949464098688,0.0021042064001733,0.0018034694345882,0.0018977482790932,0.2135301778630983
cg13254958,0.3293929899387465,0.0011162275820063,0.0016124287824867,0.0350906264764463,0.0015078301553534,0.002012812428666
cg00762029,0.0892052314603814,0.9905392121110704,0.9912423585473654,0.9922485415385284,0.9911110338036032,0.9928446307934994
cg06885374,0.0360503678425331,0.005393191121048,0.0132487932907114,0.2794331132304639,0.0051964201265858,0.0041386579671049
cg19501306,0.9667660335260622,0.9808522049638704,0.9772355688397708,0.1480040758017091,0.959265134727314,0.8853294519428557
cg13487687,0.9772432820458136,0.9023458660473704,0.600917647981491,0.9792651407130654,0.9272231011166906,0.9708931701396214
cg20668887,0.0923024231025053,0.0036875093548166,0.0045656045650357,0.0048338973209098,0.002691175863229,0.0038685310707995
cg19322864,0.0418077482273391,0.078747761608001,0.2573513876802035,0.000539602611648,0.022374935178166,0.0005823644806167
cg16478871,0.0022967401042782,0.0101058920078303,0.0050800824968563,0.0008951461651842,0.0060919170795488,0.1936279451866461
cg18624930,0.0032270110966519,0.0278517462647579,0.0140367743751733,0.4727433697302977,0.0124437035110653,0.3393952555503117
cg07204522,0.351316831143278,0.0096875812959846,0.0070225777656834,0.0155485514333464,0.0092632847763631,0.0415942295417516
cg02013714,0.9628485155309072,0.0338891980081092,0.0271132763563778,0.0183878495832962,0.1471223235722286,0.0046024447024841
cg15520845,0.9854790414810054,0.9822791887311972,0.988260543607002,0.9520047719932202,0.9871899900504498,0.1558555245119595
cg08300793,0.0026476732004171,0.0067858986512112,0.0238991813037037,0.0084574996111146,0.2590499885034865,0.0095476767603396
cg26977388,0.0470472081367487,0.1348058091638565,0.0383211217183512,0.0295953043943344,0.0303166886005816,0.0364491469342284
cg10196258,0.0223125082026319,0.9816343007418772,0.9847410226578852,0.9884317003688894,0.9817701472782446,0.9852402124347108
cg17599236,0.0505259752077021,0.0632019363195733,0.2337295536513863,0.0501454491821183,0.0605793151141913,0.0567949551907412
cg23178790,0.979227395945662,0.9823185983169304,0.9813093984655126,0.9309610082369696,0.1352143820284043,0.9420947939042372
cg22866480,0.0031633033338053,0.0436599855685963,0.0315401746549579,0.0033936576019728,0.255034777709397,0.0106211765860718
cg23053742,0.0464375850648122,0.0087090992707288,0.0093140338945358,0.5107316985203406,0.0188604958038779,0.0750809737764029
cg27093944,0.0103138422433443,0.0961103489482321,0.0096313672518428,0.0060122860473482,0.010667032996186,0.0095860442977869
cg19935718,0.0046465466780202,0.0061051595279927,0.0070729586785643,0.0078781645863014,0.0065193864046168,0.2710701071819568
cg22389545,0.0144751432709676,0.0127650629040785,0.0075441890909443,0.2350893172426998,0.0141376850641295,0.1415653642858726
cg20063728,0.9725284919978748,0.8832793756398856,0.6017343365905938,0.9675806045114927,0.9165522469435102,0.9519269614502196
cg25503136,0.975967029820704,0.951219114716952,0.9801169254635376,0.9700602751131152,0.4086243489847275,0.9654289585546352
cg26877259,0.0014186776035658,0.004828487993834,0.0369608898195473,0.0015766063377782,0.2113823949215201,0.0021187831194448
cg11471348,0.9557032342919176,0.975518610352156,0.97923523251527,0.9740084107543372,0.4506221357548981,0.969841237679348
cg07362060,0.0057732378703851,0.0042986822914967,0.0181231192303666,0.0689724263098571,0.0018165726970064,0.1601144400812281
cg01949403,0.9271166998858446,0.8857032828068007,0.505293213605299,0.9301203373929052,0.897729136177233,0.9068398095227238
cg06422108,0.0131237405991053,0.0210480903490676,0.1165681986318363,0.0014549786748754,0.018027478314821,0.0020293508854291
cg14950134,0.1489281343134008,0.8910629370623911,0.8935646213772229,0.8595537999789501,0.9074756413756524,0.9062789755219484
cg10055950,0.9373537772750722,0.974859245953074,0.9792402868801864,0.9839200754502616,0.2079773216606598,0.9861739811736484
ch.5.2564734R,0.00447634090187,0.0199553867572823,0.104865508455128,0.0042331381176805,0.0187469431683343,0.0043268928181328
cg24285775,0.0194534652742058,0.1536462674346698,0.0100327497919513,0.0034271011342398,0.0111883585376196,0.0075938098362772
cg23769276,0.9597274557976644,0.951181778118114,0.7604140061903312,0.9901865383811708,0.951928918505944,0.9798230257546942
cg25598890,0.0819180897054092,0.4497663594784698,0.016520036174146,0.0050811939947684,0.0106229035928629,0.0068580965202517
cg17527683,0.0417341189680002,0.9773593662548498,0.9756962493996232,0.9765193145316536,0.9722157131849158,0.9645448109282532
cg07308638,0.0140001666666666,0.0462857142857142,0.2009999999999999,0.0261666666666666,0.0135001666666666,0.0105
cg15770702,0.012766808834234,0.021783796484098,0.0263684416866586,0.0034396246459097,0.3610336883855201,0.0048191980484814
cg02094351,0.9782552625350084,0.9753544529985106,0.9735237722312028,0.9704092838900348,0.9741432504667054,0.3018838859623418
cg16428086,0.987812531561656,0.9836340314540986,0.907473385910638,0.9863933646473092,0.9881213834996082,0.9793180977285708
cg22213242,0.8658333333333333,0.8628571428571429,0.5715,0.8898333333333334,0.8838333333333334,0.8835000000000001
cg15724729,0.9815828422242862,0.981592590830926,0.9522437226049396,0.9837794997027652,0.4720832066947801,0.9765150370763026
cg25271915,0.2415083837116678,0.984632585011398,0.9878496775490684,0.9854590260791056,0.9854546972205518,0.9833407581870428
cg16983159,0.2688940665135888,0.010297310375516,0.0078466791529244,0.0102879273628944,0.007960668046893,0.0208731754488632
cg15794034,0.0387670336775123,0.0057494471705032,0.0124895101465019,0.0028602339597159,0.24341793863042,0.0029344068033836
cg23268115,0.9793592662894192,0.8018202777883358,0.9783345861342496,0.9819756513442898,0.979999732596534,0.9718705254381652
cg26500934,0.970844465320963,0.9705175297267272,0.9734094481277404,0.9733032483917696,0.8489308924940137,0.9654142452067104
cg10914422,0.9696705538048548,0.9719849682414186,0.9660587515723728,0.9583264351489508,0.95727439830161,0.0468494859028969
cg13575601,0.004164549663926,0.0079305206962714,0.0048505903692921,0.0070314578484169,0.4920395437401553,0.0078145607896782
cg12084897,0.1033843755350204,0.983049624640176,0.9863123313836132,0.9791351493485876,0.9825449925281364,0.9764122071372822
cg23127323,0.3169598820804645,0.0122726535967594,0.0099605011935859,0.0136848806698063,0.0082485393472603,0.0117668466929087
cg10949007,0.303890240533762,0.0189242930993381,0.0193324291796389,0.0064865121906349,0.0092617250291088,0.0086550595538041
cg11612354,0.0016100480073976,0.003872895120725,0.0054880214244945,0.0110668293782816,0.0297008160020802,0.4513194347694485
cg05796340,0.0031808908368104,0.1066641883386544,0.0174462082699782,0.0026458922630343,0.0034640291134612,0.0035047131902804
cg15472145,0.005367700629244,0.0083824135225032,0.0065696630189746,0.0075175336048581,0.0161844705187574,0.396142937002182
cg18327204,0.9107744815817068,0.9620583927234498,0.694915728474109,0.9792032931182952,0.9179185657501804,0.96870753870561
cg25291653,0.9846278326029764,0.9825250712856176,0.9854176900044236,0.3579844457323686,0.9690993765904098,0.8904576446612698
cg13904970,0.0056666666666666,0.0575714285714285,0.2721666666666666,0.0048333333333333,0.0381666666666666,0.0045001666666666
cg22715788,0.9933288630195954,0.9877462735576226,0.9732038714812968,0.9921383769689656,0.4944403744015241,0.9915594932049108
cg18878242,0.0182871441774087,0.0078481925715132,0.0048954781878286,0.0779811475096074,0.0075704746354685,0.2999067046013015
cg09320888,0.98393873997663,0.9708400282690202,0.9784170935784228,0.9806301455557542,0.4335766550940208,0.9804681542045812
cg03446316,0.9885753601148816,0.9803411964431163,0.9601264741211328,0.9820422231668416,0.4397922513992198,0.9829155512399618
cg21268578,0.0831702197558423,0.3996503154737638,0.0936174300123315,0.0046802225392154,0.010658044902514,0.0060784804766266
cg01957768,0.9703302066341444,0.5046489644376443,0.8941718523670877,0.9836173561396554,0.9676312574962082,0.9644463960865878
cg01893721,0.9701727809690448,0.9740277099913686,0.9667951892511158,0.9732688448329868,0.9660479944538664,0.0248542175381584
cg00291006,0.0032907310810828,0.0148842061003093,0.0066810171697135,0.0054193021720933,0.0036088294547354,0.1585655804316186
cg14305573,0.0064703188119371,0.0091627161452876,0.0037625693704582,0.0380318038583262,0.0077506116057779,0.2006688758491086
cg23038529,0.1146296262538433,0.0929711898961607,0.1261298918324576,0.0068576675239675,0.5594416092300457,0.0234688603296412
cg00280394,0.9874991417168596,0.9847907807348372,0.9845087184644176,0.9817828902928656,0.6736604701700721,0.980342389318934
cg08097676,0.9592631463526364,0.9474475662702708,0.9610783417725844,0.098092932099031,0.965054365825228,0.917664850914944
cg18546155,0.9799237396026252,0.972101965696588,0.934126321674872,0.9829167742932038,0.1458982259167124,0.976477005653409
cg13810673,0.40406469141395,0.003231234737581,0.0030796264352361,0.0090889315391362,0.0030537064492645,0.0623747740858257
cg14510967,0.006600238953938,0.269083450990591,0.0198887141821478,0.0063369039655457,0.0131069917032673,0.0086326879909784
cg07722580,0.0046604297809383,0.0370119968267795,0.0071440209343768,0.1130797440999221,0.0038998203260064,0.0392122113695034
cg23830756,0.9815740719166998,0.9800971892762952,0.9801849756440184,0.9817415744091644,0.3865899148396907,0.9835308186222352
cg11620863,0.956881563570051,0.9683141292234502,0.9766987982347354,0.0620154493424587,0.962534903235129,0.8858302689249452
cg18584272,0.9863676320886938,0.9697361863061408,0.9693720768492762,0.9832967817976836,0.173924551087222,0.97714590926849
cg11249357,0.970594419396947,0.972657252883421,0.9747511212100224,0.2596187445689888,0.9664456286271388,0.9545708289479492
cg07701833,0.0071968821818036,0.4007799635619584,0.1633388338137329,0.0062469399930132,0.0116667659856591,0.0092384931073165
cg25792138,0.0248089882169263,0.975694709729819,0.979941486324602,0.9748988511909,0.9754144049714192,0.9724102694016024
cg01156663,0.0020226345040532,0.000886899877293,0.0024550849393323,0.1029196217193016,0.0039025788873788,0.5032282860764872
cg24197536,0.0033382824654462,0.0428790038932799,0.1007169974589401,0.0892302239281577,0.0133845725543339,0.8862013611046651
cg20203469,0.9741719570877242,0.965980370867926,0.9692189269608206,0.9602752388347116,0.9644401520568576,0.2506264186559976
cg03404796,0.0256585623814974,0.9883679419451968,0.9854471532332242,0.97531963852262,0.9795677128556768,0.9700807803077232
cg19625921,0.0282068221512894,0.0177113393086743,0.1222763898707087,0.0046002030016339,0.0108497784721713,0.0059411386753444
cg05023903,0.9796461531361192,0.9804037505126214,0.973567997282665,0.981355989034194,0.4523851956249068,0.9765274180022812
