"","b","cd4","cd8","nk","monocyte","neutrophil"
"cg23683962",0.978482546814599,0.923215904547609,0.677774121713025,0.0733091819755363,0.978750126404615,0.972723942878641
"cg10217454",0.957801066733488,0.79103079226741,0.501691789109739,0.0469519538733804,0.955953030295283,0.945508163537708
"cg26810157",0.772696136627887,0.951319841122942,0.889838305992065,0.899846679940656,0.0600434955240736,0.95022165203964
"cg08888322",0.0214970864789728,0.963946829585921,0.810998771718921,0.0340284978802223,0.0045096139206381,0.190601300285542
"cg20602300",0.958632012334923,0.967179585686016,0.780748080385243,0.0786512916690255,0.956390440074645,0.924691895453931
"cg08657729",0.897203891732721,0.0254054165967859,0.34549749012365,0.910848561687798,0.985833667707971,0.977224533812955
"cg14233313",0.978624167731516,0.975340172002372,0.980363771218376,0.98315686763017,0.0717413788950584,0.84403259722499
"cg27567284",0.943633963772989,0.779860417727901,0.59134828133771,0.0592016615159212,0.933324004267897,0.934057602913988
"cg17846116",0.0055179076995355,0.0168148919579619,0.0153663159901876,0.0224863451581968,0.0238066530528661,0.86074830884398
"cg08156015",0.648254395942407,0.0136533705927165,0.0132944171569036,0.792498440841277,0.910297470237828,0.901176795009709
"cg12092786",0.93955996302601,0.317188982227985,0.0363018567514111,0.820624590842857,0.938373544800663,0.934553965627582
"cg17385482",0.00249024509731201,0.00725809583501995,0.00499736246197394,0.043230611298823,0.654070731850966,0.963216065099233
"cg25409889",0.00135778843215414,0.955567417083828,0.948994531014426,0.0271479652295967,0.00217464603913244,0.00223873728936734
"cg20723459",0.953297404536611,0.901609821340573,0.582604626088378,0.0739419544942747,0.971369862210587,0.966957771019175
"cg14534780",0.0066495607631439,0.928263313885766,0.955934355149841,0.962697027509708,0.974950660595683,0.966347543961376
"cg22212560",0.549941015233821,0.959742405360409,0.954972326503612,0.937824399420798,0.0331207513703177,0.953996446856356
"cg04947949",0.925611616631746,0.0646109492052544,0.412979586356334,0.961898164223022,0.851951126577247,0.8764174629753
"cg16187328",0.80876453543116,0.924732998367916,0.919525308617454,0.908210526661518,0.0464505731029669,0.898730407530447
"cg19039809",0.944016563509409,0.948720620732405,0.950900680576976,0.949813251166066,0.040960048589007,0.658986744341433
"cg15035590",0.926797998246309,0.028363944149341,0.0254743794935684,0.887657562254076,0.859157252013505,0.82995036048567
"cg26453900",0.949692670393806,0.946102971462998,0.951858458065206,0.930402292308351,0.837952682165029,0.103416519252303
"cg12062497",0.972850138653075,0.973387914800094,0.97475457294178,0.972824417116173,0.10024545960324,0.887725320347985
"cg23516868",0.976954976955944,0.970755636053777,0.976178357034087,0.956007663893313,0.216033518226408,0.0143462739354785
"cg21511509",0.0327335357993781,0.982313638955076,0.981514250417492,0.981732694294264,0.978120994143925,0.979581614323443
"cg15099231",0.976848353565659,0.919897173922666,0.933816048490043,0.714332933909073,0.750671661625293,0.0231530542790873
"cg16396540",0.940515102550596,0.0611487633498457,0.162649789208625,0.937299145922515,0.938994164746775,0.94850205930334
"cg22831517",0.682260162334205,0.0403079732878509,0.0445757448619844,0.803276977794746,0.942328334783217,0.942220533825773
"cg17232476",0.00553983044697091,0.764875986973719,0.927592030065427,0.523224966178705,0.00150388393730155,0.00281313835548075
"cg21063192",0.00733615941684723,0.131634890101086,0.1533932266773,0.0795133393413411,0.0675424030062215,0.90081863196855
"cg11335172",0.949771539852277,0.959369219791309,0.9633844961811,0.959813229834039,0.863028344112414,0.0686317993937346
"cg13617280",0.976646873700533,0.956522678575432,0.958956223652523,0.948756987729532,0.0276948954383447,0.549541622076629
"cg09571697",0.967583488589188,0.0393899037698858,0.0780913858545546,0.958613172487043,0.96796417555601,0.963696282269166
"cg01784030",0.980496734588057,0.98013629730552,0.98172175364921,0.965076418914016,0.221961416756719,0.0134714774050514
"cg10796068",0.702706514673049,0.912403532231048,0.668827956738539,0.0365616287173262,0.961168290267607,0.937658075674733
"cg09304598",0.0331448007736531,0.827886007706999,0.839824403830894,0.0566296020276253,0.00672431568311056,0.0140168115458491
"cg01446605",0.05086424584606,0.975886749242169,0.984585070598903,0.975183047539927,0.981102961934316,0.981352631416497
"cg24410690",0.0215957328854469,0.983888624635138,0.985808047725731,0.986201286876201,0.984908136611799,0.982531648026612
"cg23178790",0.949473742620532,0.950520952093009,0.970977655749776,0.942790551977393,0.0384476691707703,0.731495744599962
"cg22166025",0.00921991062695806,0.971377591449596,0.984064176028588,0.980574423449582,0.988713359122537,0.982325405682919
"cg05108346",0.00538333235745389,0.976019688577303,0.978968545914111,0.979796796834949,0.974551011879414,0.972895207736075
"cg22312628",0.970891303163907,0.140152728400519,0.491893970347666,0.967697094433654,0.981006346638638,0.977945788662914
"cg16316183",0.956419567551769,0.95531274832566,0.737414467767615,0.0924486127319084,0.972945999128956,0.950586808972646
"cg15119324",0.916904193735257,0.914560628541572,0.898381785592935,0.11698658653272,0.889688896847719,0.86293275064814
"cg14480426",0.971121672253471,0.175429582834145,0.0961638736546688,0.957840819272962,0.976506933356198,0.976832099152453
"cg25361968",0.750763934166692,0.0148272670623929,0.0108213110290397,0.643131953425273,0.968822552082567,0.910087830050741
"cg10595862",0.837753747408172,0.902351641083057,0.786359411956097,0.110497258759115,0.958629026633026,0.958126735965078
"cg18584272",0.136014852509816,0.0945798686954037,0.363542023480389,0.903327095507219,0.0288528702153528,0.0467394992719517
"cg04894443",0.967052783945785,0.0222974279894077,0.0192451085620473,0.751316785199937,0.970062378231571,0.964547730057472
"cg02384859",0.951491980429457,0.0379769086161907,0.234580315477286,0.841262537843986,0.979309703107383,0.974220181387151
"cg11660304",0.953736715752223,0.0635751960314349,0.314522350417869,0.723942812865326,0.943447990075693,0.89963560535253
"cg12627590",0.958777116839962,0.944588307186654,0.943028017486871,0.964088616085984,0.115806011935893,0.950777052074846
"cg08635366",0.967343437282902,0.968368238333472,0.962100392685552,0.836662480565829,0.0566289609662941,0.716083032186706
"cg24206084",0.0314192413326248,0.818427759263953,0.923802101872645,0.476260793617277,0.0155436063850356,0.00905406247337514
"cg00394062",0.0184607759481788,0.908180146211593,0.988889458561003,0.990014346920249,0.98209389424662,0.981999171491358
"cg07701004",0.977430535328046,0.978358226162248,0.975017361111073,0.970306427659065,0.0451309616261294,0.889377794958627
"cg25550975",0.920836253360529,0.396047707354986,0.0609180264500534,0.918335032690393,0.913345330979767,0.897159195242415
"cg27582527",0.885037230115449,0.915124030790816,0.757311550594455,0.073432562546352,0.961641405168419,0.814505320895244
"cg08294355",0.97272644484461,0.938025962488482,0.948980033784093,0.947061691074526,0.393320870077697,0.025162605845136
"cg21057467",0.0419131601953779,0.791389151896213,0.911282166823588,0.529100073932022,0.0132679629984587,0.0163042118417622
"cg16100419",0.944827088968287,0.941440467243142,0.959435867246964,0.964118717816985,0.0102893018937218,0.468669579251982
"cg22749642",0.956248602750935,0.0426646378713088,0.0523161578171865,0.862039642891337,0.959559347510436,0.96260967820534
"cg01475742",0.0108150268144354,0.984147098004528,0.983848373087419,0.966923879183554,0.983530772523352,0.976299159656798
"cg05251703",0.008851541868238,0.733411339641436,0.836436798521395,0.220180652884324,0.0125513255922929,0.00993852126915637
"cg05593759",0.959263146352636,0.947447566270271,0.961078341772584,0.965054365825228,0.098092932099031,0.917664850914944
"cg08667706",0.0187401511510059,0.942264600405355,0.929403222578808,0.955834922565768,0.97324293447965,0.960672112949468
"cg18999855",0.979509906222839,0.0239105488132732,0.23330322177313,0.80776290081277,0.97660770142894,0.971141785354373
"cg16238475",0.981240884296225,0.118430415804481,0.0924026880603493,0.886906570996146,0.974451034747825,0.964501986372976
"cg09027658",0.978327807872375,0.912960066393546,0.605042602710336,0.0952724296183954,0.96731256428709,0.958334407714278
"cg02038057",0.975868244708437,0.968376871959425,0.968911589892939,0.963642566511254,0.60583806593221,0.0772154512141356
"cg14279167",0.0108116152234597,0.922444222692897,0.922083969590808,0.426937001243213,0.00765736559202013,0.0270432602784045
"cg14301562",0.738379606119842,0.977062388476114,0.979307089545139,0.981629871159847,0.0187540424311738,0.65277869202854
"cg19103456",0.966886856599313,0.970905077253044,0.976617726929526,0.96680788775301,0.0604521841768413,0.78148280180554
"cg20351160",0.95275920348354,0.965683094270939,0.965806814325807,0.968653374758912,0.0991675798228415,0.858430372277831
"cg23430560",0.980347335184617,0.912456172898122,0.614376576033436,0.095127192528034,0.980383247658594,0.973330402398143
"cg20379731",0.00952441272592342,0.918799717398164,0.947354618997339,0.932876452561616,0.962936366553983,0.959779687795127
"cg18423456",0.931605242604236,0.906445378040741,0.874193526181428,0.0553945853448138,0.601216952029808,0.843798698253459
"cg06117093",0.0218871305763495,0.957568308283046,0.964406279661161,0.953483316766007,0.958181791360901,0.948732494733984
"cg09057120",0.960282254252914,0.955578100937767,0.970405558417015,0.952707043507227,0.2993514122338,0.0123168418356137
"cg00219921",0.848068495537145,0.859997123691528,0.487980860286077,0.0522903766388524,0.977717943972262,0.962604955061289
"cg18857618",0.914745279106137,0.714726815803153,0.516121902231917,0.0421773136899404,0.954588291263168,0.97535825179576
"cg02324835",0.153324634160953,0.899574284848179,0.314498263246418,0.0535771463246348,0.00786893747859371,0.120101037585463
"cg07661835",0.978958683631393,0.968231132401892,0.967938542264215,0.98073532555075,0.716421575355888,0.0891742307420754
"cg19447113",0.0070834958866053,0.892768726360586,0.907589153965668,0.366962881868722,0.00837084254922422,0.0825084527394106
"cg02380585",0.974991988479631,0.94753198038412,0.778016248977535,0.0946304620407161,0.97436357608112,0.96310547884373
"cg24612198",0.00747059131794236,0.972924402789176,0.969583025656485,0.958079698453285,0.945851571689236,0.948134855464429
"cg05285051",0.905190585225174,0.970938216535433,0.94617898962647,0.1106245168272,0.971410310200064,0.975570519181029
"cg06164961",0.95042807816124,0.961072089999122,0.966377007151354,0.925020873767249,0.733845144745087,0.0340702776918977
"cg21386687",0.00142774362909795,0.731313109473067,0.880792807752559,0.408456298330197,0.00119887985143238,0.00315296006269124
"cg24456340",0.970554082156568,0.957451902900611,0.960869630194714,0.950599721531903,0.0571689566530301,0.787253896086905
"cg19628988",0.892743063918752,0.0211378475720061,0.0167369899810199,0.8608634811543,0.930297198990379,0.904501747261339
"cg10111816",0.0106911939857044,0.960634245898673,0.959490129470195,0.596555797580928,0.0103232269396105,0.00479661352290869
"cg07930673",0.0122043620488032,0.963983919868221,0.965526058198344,0.94420795771681,0.931154326174158,0.941555216385584
"cg20683482",0.94320248001802,0.032549904107784,0.265775929352145,0.865963209860687,0.940085430291522,0.897203950104183
"cg16036316",0.968747674173707,0.879561439358406,0.949717436740679,0.958049532892035,0.341284661607323,0.0115533998632174
"cg25643644",0.856691071142795,0.926709526448019,0.911305571966585,0.0712612692267638,0.858526953348416,0.819044063397942
"cg08212476",0.00583379312037757,0.010138453930469,0.0070247198951347,0.0135466405096984,0.0757250054630039,0.91725650185204
"cg26027478",0.903847842035547,0.941564790732969,0.952920517073842,0.933691938492696,0.0812766914825135,0.906685467518492
"cg03074244",0.956757108535093,0.0167753969364516,0.00858790735813111,0.0146880553195917,0.0164684176337591,0.00607082124957892
"cg27316811",0.933423305150352,0.917854601683526,0.741221288794091,0.0681358515294473,0.965704561118483,0.957110737431677
"cg20721433",0.00934402005331925,0.976747727677752,0.976129920313796,0.864833272113165,0.967054789418991,0.967881561794157
"cg04448700",0.971541134587393,0.131209492985557,0.344462931568631,0.9389967626537,0.971864165727895,0.956842791707059
"cg16983456",0.0270867677844355,0.965491829764705,0.968038701986186,0.969083014116943,0.970114406185595,0.967570137224385
"cg24441810",0.812132760953987,0.919970730492388,0.915806346497788,0.916360820771672,0.0450702006596376,0.842432817115135
"cg25025181",0.990461565371688,0.967971318831665,0.786745778458629,0.0827846742261763,0.986361645362481,0.967214361715747
"cg24902461",0.00648170734373428,0.916555438439965,0.936417198998938,0.514476604286086,0.00601970045568753,0.00847924004723265
"cg00857031",0.927036307998292,0.0287281725808538,0.0985149904349891,0.892721340613841,0.975654578100186,0.969034227006733
"cg07521825",0.978995924357409,0.972964902251014,0.980196345261062,0.973554671075515,0.663771302032403,0.0632084464411951
"cg09759079",0.969756412366451,0.917343171116037,0.672294392118813,0.0965204450491857,0.966074174285426,0.96062407984487
"cg20740356",0.00759334431637739,0.959731909171689,0.967689358483514,0.957745790162869,0.943624861581823,0.948065548025879
"cg04905719",0.974823723331195,0.050233276957825,0.21953678740302,0.957517691500457,0.988212055236554,0.983038720448571
"cg22258836",0.956326360701658,0.945814679684061,0.942441268357562,0.911173300138172,0.426902048982759,0.0300113922659071
"cg23768418",0.960114999027108,0.929757661103069,0.923985662892672,0.936081500897595,0.397877815428741,0.00819982725449191
"cg13678903",0.0263685774944379,0.968771652536088,0.970782276988992,0.956553149613587,0.954539104637602,0.899192785195388
"cg16922167",0.00451345213826063,0.824791597814419,0.501059889991634,0.0481704325771375,0.00769918660549359,0.0279156703324718
"cg05516059",0.0167335000018637,0.95332424558177,0.952653483120238,0.950449358500769,0.949583168716597,0.940192810438275
"cg11386403",0.906070216123831,0.968340184350553,0.896985327192402,0.653601074219256,0.756408782503939,0.0329420431389954
"cg19167496",0.943479466402974,0.0514930680632438,0.497160785564604,0.826181406533811,0.979124509522503,0.970975152816154
"cg08510995",0.931581506090454,0.071020435900347,0.226757015535238,0.881494532236317,0.931174246129995,0.891651092488544
"cg08093026",0.977831832526432,0.961059038959352,0.876339524214142,0.150975075917725,0.969346054999451,0.965928251578951
"cg10140227",0.831243614654079,0.961412301844599,0.967013169915747,0.955604948566346,0.00676213179103288,0.743987595690843
"cg20487608",0.975313397642508,0.969413029136189,0.965019448004067,0.897493554030986,0.443664261768797,0.0326019950825101
"cg02312497",0.964665375883535,0.063595873382225,0.323602463821315,0.784015491708022,0.947846501746864,0.959834672273703
"cg23379806",0.918420511490941,0.935965478439457,0.950222861415889,0.923616317830831,0.0368241659487578,0.602471507193023
"cg04403423",0.944842844262368,0.968462066374448,0.958396800154381,0.951546901109259,0.278855673173095,0.00975747255751819
"cg25796549",0.0844718449346376,0.898997386624812,0.739995329946942,0.135024981615304,0.0118576078492381,0.00993210377359227
"cg07799277",0.977088468885247,0.850077879731934,0.956617741495515,0.958321322584613,0.975014178404739,0.0648210907492898
"cg18425140",0.964669243879538,0.966685749416421,0.96120627518306,0.951338296955123,0.500040939497384,0.0240693310009319
"cg09169413",0.969,0.963428571428571,0.9565,0.105333333333333,0.966,0.9135
"cg01874152",0.943623101142316,0.973031060716097,0.971653256620769,0.969272930443401,0.695449679802982,0.0516034271604414
"cg12283537",0.915976705470754,0.0666787380962833,0.350422752000762,0.848099593028146,0.924719328585531,0.898183466827069
"cg21615593",0.0151903655086137,0.82783532284646,0.841125209621475,0.0827509717753747,0.0117329191098669,0.0139935984165775
"cg11848483",0.795795561190195,0.949495582807482,0.969970523284343,0.952556546285095,0.0158494984786993,0.800539596841806
"cg08210036",0.955685638536773,0.920096060576804,0.919519784799906,0.973526433753367,0.62071070128659,0.0259031401474505
"cg09131321",0.0108214532968538,0.937893832920217,0.834892578365986,0.120232128976711,0.0127280815408902,0.0128434803320943
"cg23723835",0.103211216089679,0.0547705320027927,0.018251707180862,0.284972662592642,0.0500033544144677,0.936486094715824
"cg23783077",0.963519277230194,0.94689023235079,0.969683509796576,0.973095139863144,0.0935539234246222,0.901832214447033
"cg26647593",0.00777213378999399,0.939582917587386,0.933666289044075,0.900315068079995,0.974577884889827,0.960209397579716
"cg06472741",0.878891310844386,0.940891104672149,0.58786469543461,0.0467151444822724,0.967421561246619,0.706728462587398
"cg01707943",0.925841887814491,0.890940266084135,0.632516285005905,0.0760180244320877,0.919430346412281,0.872759936875094
"cg10240150",0.808866216664544,0.948733207162335,0.894339960525067,0.113499635878037,0.968711806339317,0.979138298433726
"cg04712122",0.983249288042065,0.974707655915777,0.976092281345602,0.964537949501854,0.564779098897461,0.0205652798743962
"cg22733485",0.0252816398903689,0.940759209941933,0.952912299819743,0.958479667400675,0.96342048040273,0.95810633079947
"cg11528167",0.895618672758487,0.0550845496334571,0.22735765719,0.766480523880556,0.947015057058815,0.950405261888451
"cg02661764",0.492165018405286,0.953213091970043,0.963011889150838,0.962063857598422,0.0311101214597654,0.973057315186718
"cg13829952",0.0156310657217089,0.979645737409148,0.975248539231889,0.980941374565756,0.976166155482299,0.970541345086139
"cg26166854",0.0514956785181424,0.977129634429179,0.981647254162011,0.981531985568312,0.972429708973912,0.972326967819975
"cg05070273",0.0278053891644859,0.961405547097905,0.961784667286541,0.954401142169061,0.917279645606257,0.955856030323859
"cg26707200",0.773720176052342,0.901179748517261,0.868525456401284,0.0667382940102676,0.946436453541441,0.891150294177105
"cg24069928",0.0568739610016961,0.856915670471632,0.596229653789619,0.0181717965233908,0.0456060414704604,0.00953927417704316
"cg12909727",0.00520327077013139,0.842881952491539,0.441289587359833,0.174964928614566,0.00620551835333508,0.00402052355322439
"cg16452866",0.972304472818962,0.979652863556652,0.971649304956109,0.97204774431581,0.24102217828619,0.0150835059031781
"cg04180114",0.981589449787966,0.976754053421381,0.976896511347022,0.972570474608515,0.151236659646036,0.00644202269455651
"cg13651908",0.00661044224926174,0.977556929525214,0.984374332766124,0.987620741842831,0.947857378659929,0.987798526658716
"cg26848442",0.979166666666667,0.980857142857143,0.977333333333333,0.964666666666667,0.546333333333333,0.0841666666666667
"cg18621678",0.945393899034465,0.0355731231473177,0.0261649847462156,0.894785131861457,0.910405289551853,0.838499364753824
"cg25599673",0.918799365945359,0.888716504063622,0.818688006538686,0.122467485365382,0.966833741177586,0.960853825191688
"cg15332094",0.974209823820635,0.969577726960553,0.971430471900317,0.971157273295757,0.515402833042067,0.0649855623984855
"cg15170740",0.045598435725551,0.968401288394863,0.978365284304368,0.975480941505755,0.973714464059462,0.971802719293768
"cg00565790",0.962617878913301,0.879861554910653,0.544092609667778,0.0796055559116413,0.961873852236331,0.93458043655905
"cg01040649",0.965274571005751,0.971753673541014,0.95658441387947,0.110953684133514,0.938634462240125,0.77035093438507
"cg12082346",0.0423499466632921,0.96785850295307,0.968161318138231,0.963505614700441,0.954906487912617,0.96339347429418
"cg11162888",0.969,0.0751428571428572,0.139166666666667,0.947333333333333,0.976333333333333,0.974333333333333
"cg26400113",0.828660327769956,0.965939488840939,0.970154138987606,0.948618585552196,0.0560932638453373,0.770239905590638
"cg17631709",0.156200635037553,0.926214149581923,0.93683434640553,0.247605085714535,0.0506571484277197,0.0600170733253508
"cg06659154",0.856507155225665,0.944908938119024,0.955259357986891,0.874626275704865,0.645191150782391,0.0263225952802803
"cg13467428",0.0576443542854405,0.92705987627001,0.925781695882307,0.265647390972684,0.012006698223908,0.0130529042197515
"cg14770721",0.760904822493248,0.830497734459669,0.745356989259925,0.856261312966006,0.968347324045132,0.0222797588733254
"cg00640033",0.017317973264211,0.949563721134048,0.945751710599125,0.947404159283397,0.900855391411277,0.941522266778958
"cg25226014",0.00834445286418795,0.965170491757303,0.969422084815197,0.89741507442225,0.943055371051489,0.925558802413708
"cg12353788",0.0194621796645136,0.948357965692226,0.968492662672798,0.953700913902313,0.970049839436177,0.972544208080122
"cg20374292",0.858633862337397,0.0565871188964107,0.35909478759169,0.75071392963163,0.924364426443069,0.914128410034669
"cg00908794",0.0399406834395201,0.971183971102244,0.976012180509073,0.979720937585175,0.96529563750136,0.974125846757639
"cg07617198",0.960853216851489,0.950431627016608,0.956126572753206,0.932847371190064,0.716099850115599,0.0404179896831983
"cg24686420",0.981113960315866,0.983523624822195,0.98964927117166,0.983046545421912,0.110899096835339,0.977889619586983
"cg26201751",0.961011474043835,0.94007932881424,0.816750339438972,0.152288350784067,0.95502198806169,0.946224705559988
"cg21951202",0.0145426975235665,0.881222509842044,0.909787793138887,0.453257146662174,0.00938420969156254,0.0123231045320898
"cg12821663",0.0248338835949742,0.977372883664582,0.97840633820821,0.977131203273834,0.978477714801209,0.981015834152787
"cg00771778",0.986367632088694,0.969736186306141,0.969372076849276,0.173924551087222,0.983296781797684,0.97714590926849
"cg01950767",0.967509265378244,0.0824100817519917,0.240365479788461,0.925181758026043,0.936856321299304,0.936062323680994
"cg13708055",0.889725731844626,0.941274600737064,0.957790824482434,0.933511699423428,0.0427871016735889,0.659432222115981
"cg00200515",0.941334712901321,0.861062710590667,0.169532353082,0.954913591034678,0.964047855580784,0.956521599477926
"cg25026693",0.830633009148278,0.892756946136417,0.819982757827297,0.105796644169031,0.939230145448949,0.936272282758837
"cg19301114",0.0273724384119674,0.945301473922453,0.95891365753836,0.953720571363983,0.96583268579306,0.945360734049564
"cg08554390",0.877172293699903,0.810616474916945,0.535027406633957,0.0477038359199551,0.956526291561502,0.928771605799515
"cg18066690",0.01264903866765,0.907682249707349,0.918049954704594,0.43904915862068,0.0100629741379977,0.004953566881003
"cg04990824",0.903157203438776,0.913208665254187,0.908718670676522,0.903223007412181,0.0343703498853785,0.91437153736264
"cg10034678",0.969499379629318,0.975123027044862,0.9726603066777,0.965641517485843,0.0829234398945366,0.797004415089621
"cg24708204",0.975712863198537,0.0165227028344279,0.0255498881727287,0.956779650162151,0.98078924087096,0.972144633261655
"cg27131881",0.172873657932766,0.961189674937607,0.949103310380263,0.0356075458369739,0.00480241337902958,0.0236526910883459
"cg24655168",0.942604586032085,0.949701236023863,0.952394894253822,0.928183094892736,0.0511334018285531,0.686726271688064
"cg26519310",0.00456623396792336,0.97397207154995,0.97167666445552,0.961922522120286,0.946236015937391,0.916984433275613
"cg14172797",0.924667996484082,0.920814211055075,0.643920136680936,0.0805469302137546,0.932921124921091,0.837090799328639
"cg03414235",0.975758710803172,0.975716722192996,0.974079892646918,0.978968920095444,0.0448610113097681,0.959626399161134
"cg19388268",0.941405697973424,0.894154554428618,0.652924839140913,0.0941935759047779,0.929153652700771,0.914405805599397
"cg04674809",0.00282058868558954,0.906425454563791,0.930439302764325,0.531258308689482,0.00247838241944487,0.00307676672133878
"cg08097676",0.984398308559408,0.976573605229968,0.980168887429243,0.974569265851929,0.345819750857035,0.0355114369847058
"cg02861161",0.0358482741393852,0.969712396126545,0.972560626051825,0.9691754025943,0.971433045258521,0.969350369498422
"cg08538581",0.844442252731752,0.0281698895276611,0.0338751050065302,0.862046776444081,0.964891727421657,0.977103817755629
"cg01407558",0.0062268483530012,0.939999718776315,0.962865274816255,0.479456345947121,0.00316309200796022,0.00389142407704844
"cg07909862",0.00609242327064831,0.940702791186991,0.942122266122618,0.950490946007483,0.926100707231126,0.921145565164213
"cg10626407",0.750274947722406,0.0662035406566035,0.0203084351941168,0.706385062966296,0.907657368598084,0.927980177161144
"cg02780988",0.941058844320559,0.908673123353782,0.925220989183498,0.946739468752074,0.047616256570761,0.674110467213163
"cg25375589",0.931813954612557,0.888774699897906,0.717875237210353,0.0718459168022751,0.896938673578508,0.864423905856361
"cg23950707",0.984712876931766,0.976078529438271,0.974696624467411,0.0546680598921559,0.890091514221167,0.911471917717314
"cg08560070",0.980465807119652,0.972416467889333,0.978270214890088,0.956792247443961,0.25844225276066,0.0215414215984122
"cg16610524",0.966378088692701,0.941808135437216,0.0836303872809159,0.0419470528927247,0.91783091010188,0.968423316145215
"cg19706185",0.0108552745185717,0.901378300205099,0.920394539139602,0.956961242878989,0.952555722936082,0.944164596989064
"cg25834802",0.957470455942977,0.0599875575568247,0.392722532937728,0.940749433281214,0.977655950626318,0.965143839618921
"cg02612894",0.953746641514768,0.942479247181327,0.951217032343926,0.968441257496999,0.0528799283377306,0.909063070136014
"cg00090873",0.986113446443051,0.977755651665988,0.981159711349177,0.978792374142735,0.403612468166032,0.0517410943308389
"cg15004391",0.946797629136589,0.961538831556925,0.622734031949369,0.0742925312434218,0.983180888715664,0.975127641551007
"cg11265106",0.00402671747595368,0.982228748247727,0.985227133180076,0.97248934447958,0.777576954934371,0.938826466701313
"cg06926741",0.0200774493395605,0.935531385731576,0.912718246435155,0.1064363210165,0.0540563739771643,0.183488132697718
"cg07361629",0.847674148398033,0.89557758990259,0.809267298349725,0.0675131550439497,0.964754683189386,0.936422120839327
"cg01297684",0.979726039508761,0.0211997543965514,0.0675293560577245,0.830489441027517,0.981948434059328,0.970774010998519
"cg18835472",0.8905,0.842142857142857,0.494166666666667,0.0328333333333333,0.942833333333333,0.921666666666667
"cg01476222",0.960499981218008,0.958811901363334,0.957195313484021,0.957591708398438,0.399164082605779,0.0249034168083911
"cg00454138",0.0048189846230804,0.970890525626413,0.975280083209094,0.97277005499281,0.758997664514369,0.944873545818282
"cg21007972",0.979227395945662,0.98231859831693,0.981309398465513,0.135214382028404,0.930961008236969,0.942094793904237
"cg13038373",0.0130671906859032,0.898339865325524,0.914232043169282,0.439075221158731,0.0132769758279664,0.0158659283579382
"cg00439981",0.966434766660615,0.867719074430553,0.87013723914917,0.145051355461997,0.980845646343843,0.915100190918869
"cg25281671",0.0171748575048861,0.889189076854637,0.946582139207802,0.938640707716378,0.974659894992944,0.965788101375849
"cg10613215",0.0408211822433676,0.980276077068227,0.97694330813351,0.978059787706675,0.982828588636065,0.979015729410819
"cg25306963",0.730374107596022,0.0254420361423964,0.359296419775403,0.918585423057409,0.981296599651018,0.980053419730825
"cg00272608",0.0160353360960691,0.947382604296808,0.960758831326937,0.571687530966349,0.00969857703333829,0.00203733045026277
"cg13468144",0.901389186799954,0.094446723863056,0.766527572988997,0.828990154059167,0.921157535925624,0.89420634320835
